1.0,3.0,4.0,7.0,
0.5,0.25,0.5,0.25,
Generation,BeakSize
0,6.296527394729148
0,5.557494658816811
0,5.630685347160114
0,5.531655103105597
0,6.30010354185911
0,6.408587204908237
0,6.577169007155567
0,6.476247377867115
0,5.893619234361895
0,5.565145624631793
0,5.84600534794724
0,6.0787404182057365
0,5.970130448613873
0,6.5917496814550285
0,6.330798774144256
0,6.325268081260709
0,5.699882629917217
0,6.318186150639868
0,5.08462343082024
0,6.181183062283416
0,5.302435486005751
0,6.245498604964855
0,5.324409398908032
0,6.154000177734003
0,6.8457196149702195
0,5.926702343773545
0,6.0507945493410356
0,6.217670028983342
0,6.017227725178468
0,5.7783685229165025
0,6.742149491214668
0,5.012279032900658
0,6.558027607973117
0,6.13894861122748
0,5.688381497759587
0,5.783679172315293
0,6.627766689827812
0,5.76830086423664
0,5.068266689395396
0,5.901564399040932
1,5.068266689395396
1,6.558027607973117
1,6.8457196149702195
1,5.324409398908032
1,5.012279032900658
1,6.318186150639868
1,6.408587204908237
1,6.577169007155567
1,5.08462343082024
1,6.346989155668822
1,5.449516103373188
1,4.792457647776571
1,5.664674884586164
1,5.65830909631421
1,4.951456794747482
2,6.408587204908237
2,6.346989155668822
2,5.012279032900658
2,4.792457647776571
2,5.65830909631421
2,6.8457196149702195
2,5.664674884586164
2,4.951456794747482
2,6.558027607973117
2,6.318186150639868
2,5.068266689395396
2,6.353255020059318
2,4.897722590354403
2,5.970419052097542
2,6.1789275005970845
2,5.511105754900812
2,5.49840812886169
2,5.016287146021891
2,5.2644336618404015
3,5.012279032900658
3,5.65830909631421
3,4.897722590354403
3,6.1789275005970845
3,6.8457196149702195
3,5.2644336618404015
3,6.353255020059318
3,6.318186150639868
3,6.558027607973117
3,4.792457647776571
3,5.511105754900812
3,5.970419052097542
3,6.346989155668822
3,5.016287146021891
3,5.068266689395396
3,4.951456794747482
3,4.983011492824866
3,5.009681538162361
3,6.4715001063078
3,6.275456952713001
3,4.884280877069334
3,5.246871107535348
4,5.068266689395396
4,4.792457647776571
4,6.4715001063078
4,4.951456794747482
4,5.009681538162361
4,5.970419052097542
4,5.65830909631421
4,5.012279032900658
4,6.8457196149702195
4,6.558027607973117
4,6.353255020059318
4,4.897722590354403
4,6.346989155668822
4,5.246871107535348
4,4.983011492824866
4,6.1789275005970845
4,5.3871725043674115
4,5.632111911808532
4,6.349821478301804
4,4.954363627240065
4,5.606355416306838
4,5.211276337180178
5,6.353255020059318
5,4.897722590354403
5,4.954363627240065
5,5.3871725043674115
5,5.632111911808532
5,5.970419052097542
5,6.1789275005970845
5,4.983011492824866
5,5.009681538162361
5,6.4715001063078
5,6.349821478301804
5,5.128803205400596
5,5.32950506272958
5,5.102571583147986
5,6.168250674487201
5,5.339257067452146
5,5.33471008076118
6,5.128803205400596
6,6.349821478301804
6,4.954363627240065
6,4.983011492824866
6,6.168250674487201
6,6.4715001063078
6,5.102571583147986
6,5.339257067452146
6,5.632111911808532
6,5.009681538162361
6,4.5561926496668335
6,4.658779075063773
6,6.244777389699061
6,4.940961815965115
7,6.244777389699061
7,5.632111911808532
7,5.128803205400596
7,4.940961815965115
7,6.349821478301804
7,4.5561926496668335
7,6.168250674487201
7,4.954363627240065
7,4.658779075063773
7,5.102571583147986
7,6.375091977337836
7,5.390846721933018
7,5.196668169851388
7,4.865569605167006
7,5.0680018990828275
7,5.184947772703567
8,5.102571583147986
8,4.940961815965115
8,5.390846721933018
8,6.375091977337836
8,5.196668169851388
8,5.0680018990828275
8,4.658779075063773
8,4.865569605167006
8,6.244777389699061
8,6.168250674487201
8,4.694065015060243
8,6.12800438110991
8,5.12606206992154
8,5.611648948832988
9,4.658779075063773
9,5.12606206992154
9,4.694065015060243
9,6.375091977337836
9,6.244777389699061
9,6.12800438110991
9,5.0680018990828275
9,4.865569605167006
9,5.390846721933018
9,4.255342721837229
9,5.92884088363347
9,6.135452444214777
10,5.0680018990828275
10,4.865569605167006
10,6.375091977337836
10,6.12800438110991
10,5.92884088363347
10,5.390846721933018
10,4.255342721837229
10,6.135452444214777
10,5.12606206992154
10,5.120979349159005
10,6.149258381507895
10,5.860325458699809
11,6.135452444214777
11,6.149258381507895
11,4.255342721837229
11,6.12800438110991
11,5.120979349159005
11,5.92884088363347
11,5.12606206992154
11,5.860325458699809
11,6.05266622843973
11,6.02499812327639
11,6.248043235706758
12,5.92884088363347
12,5.120979349159005
12,6.248043235706758
12,6.02499812327639
12,4.255342721837229
12,5.860325458699809
12,6.135452444214777
12,6.149258381507895
12,6.05266622843973
12,5.621102407524824
12,5.933201085850036
12,5.7061280096629625
12,6.021629428172804
13,6.05266622843973
13,6.149258381507895
13,5.933201085850036
13,6.021629428172804
13,6.248043235706758
13,6.02499812327639
13,5.860325458699809
13,5.120979349159005
13,5.848738636282776
13,5.651787054062178
13,6.181227437175416
13,5.7712356165927705
13,5.79415802611971
14,6.248043235706758
14,5.933201085850036
14,6.021629428172804
14,5.651787054062178
14,6.02499812327639
14,5.7712356165927705
14,6.05266622843973
14,5.848738636282776
14,6.181227437175416
14,6.601378753608049
14,5.603299030735476
14,5.643671643389966
14,5.96504491011608
14,5.993510406627654
14,6.059918172521048
14,6.548904235815392
15,5.643671643389966
15,5.933201085850036
