4.0,6.0,8.0,
0.25,0.25,0.25,
Generation,BeakSize
0,5.73779464605088
0,5.935206228440302
0,6.179903525597151
0,5.1128720080376615
0,5.898614776263948
0,6.205363900700971
0,5.866302411934947
0,5.480826395954214
0,5.033989215337367
0,5.500545172035182
0,5.395554981553103
0,5.942292907781827
0,5.574235292085661
0,5.28841142893794
0,6.850151757728832
0,6.039232115725974
0,6.351436226423105
0,6.482812220465414
0,5.316075628700907
0,6.00087570671255
0,5.063713165669921
0,5.512022869149643
0,5.428571836228433
0,6.802306894254272
0,5.24313424439751
0,6.111110671140793
0,5.639724932338255
0,5.156776448800333
0,5.6533266921179655
0,5.81331790191085
0,4.710706537841955
0,6.255222784137283
0,6.435926673537408
0,5.531520439978523
0,6.5396434226866695
0,6.31131172886036
0,4.898585925273735
0,6.476987175539558
0,6.096547351761897
0,6.120209927112351
1,6.476987175539558
1,5.28841142893794
1,5.156776448800333
1,6.31131172886036
1,5.866302411934947
1,4.710706537841955
1,5.898614776263948
1,5.24313424439751
1,5.395554981553103
1,5.639724932338255
1,6.096547351761897
1,5.480826395954214
1,6.850151757728832
1,6.802306894254272
1,5.316075628700907
1,6.435926673537408
1,6.351436226423105
1,5.428571836228433
1,5.1128720080376615
1,5.033989215337367
1,5.063713165669921
1,6.00087570671255
1,6.5396434226866695
1,4.898585925273735
1,5.3579110334781115
1,5.844487323113777
1,4.9085696276313575
1,6.9259955107828866
1,6.840365765353078
1,6.178981394857787
1,5.111594902136623
1,5.855639022725999
1,6.264214261862631
1,4.867055453037484
2,5.033989215337367
2,4.898585925273735
2,5.24313424439751
2,5.395554981553103
2,5.3579110334781115
2,6.435926673537408
2,6.351436226423105
2,5.844487323113777
2,6.264214261862631
2,6.096547351761897
2,6.850151757728832
2,5.855639022725999
2,6.802306894254272
2,5.898614776263948
2,4.710706537841955
2,4.867055453037484
2,5.156776448800333
2,5.28841142893794
2,6.840365765353078
2,5.428571836228433
2,6.9259955107828866
2,5.866302411934947
2,5.480826395954214
2,5.49054401595948
2,6.613565367586141
2,6.20652513354786
2,6.372365043903118
2,5.67567641689113
2,6.091319386445714
2,5.755628186593676
2,6.263328827831358
2,6.784501452770355
2,5.379796211949683
2,7.1058393779336395
2,6.751745564852845
2,5.7155923746760955
2,5.232270523738118
3,5.232270523738118
3,6.9259955107828866
3,5.28841142893794
3,6.840365765353078
3,5.855639022725999
3,6.751745564852845
3,5.7155923746760955
3,5.3579110334781115
3,6.613565367586141
3,6.784501452770355
3,4.710706537841955
3,6.263328827831358
3,5.49054401595948
3,5.033989215337367
3,5.395554981553103
3,5.428571836228433
3,6.264214261862631
3,4.898585925273735
3,5.24313424439751
3,5.379796211949683
3,6.096547351761897
3,5.844487323113777
3,5.156776448800333
3,6.850151757728832
3,7.1058393779336395
3,6.372365043903118
3,6.20652513354786
3,6.435926673537408
3,4.867055453037484
3,5.0172158233312665
3,7.020831777800751
