4.0,9.0,
0.5,0.5,
Generation,BeakSize
0,5.0726906995108525
0,5.509583151883292
0,5.614082383454074
0,5.898126254689962
0,5.17145592027242
0,5.839893290455112
0,5.734025704463356
0,5.375011020745324
0,5.152452914909716
0,5.7222052323889585
0,5.609012026830886
0,4.6448678922210425
0,6.808982482428478
0,6.819670469521112
0,5.335580396891462
0,5.091962179656216
0,6.32599942894388
0,5.532758798481032
0,5.5420087618244
0,5.870818361403444
0,5.470059521480423
0,5.660117235436132
0,5.847980855184854
0,4.912980630204938
0,5.695600195272865
0,5.302188984526547
0,4.9850007555135605
0,4.834072216350188
0,6.3026341999498285
0,5.418920501763457
0,5.70513446039061
0,5.002482202758328
0,5.4859332470507365
0,5.132884825767327
0,5.065655728224488
0,5.866007526934283
0,5.320780453623907
0,4.974149322992313
0,5.189674391097203
0,5.205278439746213
1,5.205278439746213
1,5.091962179656216
1,5.065655728224488
1,4.6448678922210425
1,5.132884825767327
1,4.974149322992313
1,4.834072216350188
1,5.152452914909716
1,4.9850007555135605
1,5.002482202758328
1,5.0726906995108525
1,4.912980630204938
1,4.795018212364213
1,4.681317710909852
1,4.837984899053952
1,4.8556201312540495
1,5.144841223886799
2,4.837984899053952
2,5.144841223886799
2,4.834072216350188
2,4.795018212364213
2,4.974149322992313
2,5.091962179656216
2,5.132884825767327
2,4.8556201312540495
2,4.681317710909852
2,5.152452914909716
2,4.842721480314639
2,4.923163939759418
2,4.916088143255399
2,5.262289402615247
3,4.8556201312540495
3,5.144841223886799
3,5.091962179656216
3,4.795018212364213
3,4.837984899053952
3,4.842721480314639
3,4.916088143255399
3,4.681317710909852
3,5.132884825767327
3,4.974149322992313
3,4.834072216350188
3,5.152452914909716
3,4.923163939759418
3,5.262289402615247
3,4.771705056157876
3,4.9765150893079575
3,5.043212323944051
3,4.903435234267519
3,4.883303194609786
4,4.842721480314639
4,4.837984899053952
4,5.144841223886799
4,5.091962179656216
4,5.262289402615247
4,4.916088143255399
4,4.8556201312540495
4,4.771705056157876
4,4.834072216350188
4,4.681317710909852
4,4.795018212364213
4,4.903435234267519
4,5.152452914909716
4,4.883303194609786
4,4.923163939759418
4,5.043212323944051
4,4.9765150893079575
4,4.963242354046069
4,4.928140286153033
4,5.044341480988934
4,4.960581312689908
4,4.904535416779097
4,4.701085898209034
4,4.970409933272457
4,5.369747898416136
5,4.928140286153033
5,4.701085898209034
5,4.771705056157876
5,4.883303194609786
5,4.842721480314639
5,4.923163939759418
5,4.903435234267519
5,4.904535416779097
5,4.960581312689908
5,4.916088143255399
5,5.262289402615247
5,4.970409933272457
5,4.930650113571763
5,4.690029404967205
5,4.821831713265144
5,5.175580198585498
5,4.564652340188442
5,4.731879506527227
5,4.745196594860216
5,5.148588707092488
6,4.970409933272457
6,4.903435234267519
6,4.701085898209034
6,5.175580198585498
6,4.930650113571763
6,4.745196594860216
6,4.564652340188442
6,4.960581312689908
6,5.148588707092488
6,4.690029404967205
6,4.771705056157876
6,4.928140286153033
6,4.821831713265144
6,4.904535416779097
6,4.731879506527227
6,4.883303194609786
6,4.800698800636246
6,4.880130955136595
6,5.050141704807869
6,4.830771214026024
6,4.998302905418942
6,4.924021477377339
6,4.555148589112084
6,4.724220121308001
6,4.904849238844099
6,4.677050620302161
6,4.931888611060273
7,4.930650113571763
7,4.690029404967205
7,5.175580198585498
7,4.701085898209034
7,5.050141704807869
7,4.821831713265144
7,4.564652340188442
7,4.677050620302161
7,4.998302905418942
7,4.880130955136595
7,4.928140286153033
7,4.830771214026024
7,4.924021477377339
7,4.960581312689908
7,4.931888611060273
7,4.800698800636246
7,4.745196594860216
7,4.724220121308001
7,4.731879506527227
7,4.904849238844099
7,4.970409933272457
7,5.085367736145182
7,4.712521463384768
7,4.773342286427228
7,4.9455705613175205
7,4.857991694516432
7,5.154626631338367
7,4.851926234151581
7,4.865831203367891
7,4.612168210037108
7,4.864429543888526
7,4.91739587036348
7,5.08493092948626
8,4.904849238844099
8,4.745196594860216
8,4.998302905418942
8,4.931888611060273
8,4.564652340188442
8,4.712521463384768
8,4.91739587036348
8,5.050141704807869
8,4.690029404967205
8,4.612168210037108
8,4.677050620302161
8,4.821831713265144
8,4.830771214026024
8,5.154626631338367
8,4.865831203367891
8,4.731879506527227
8,4.864429543888526
8,4.724220121308001
8,5.071484784691936
8,5.001205873157101
8,4.556705814275517
8,4.175996544125179
8,4.99001249855084
8,4.722578456033983
8,4.974861331543126
8,4.536511168647539
9,4.175996544125179
9,4.830771214026024
9,4.712521463384768
9,5.154626631338367
9,4.536511168647539
9,5.001205873157101
9,5.050141704807869
9,4.931888611060273
9,4.99001249855084
9,4.998302905418942
9,4.722578456033983
9,4.974861331543126
9,4.865831203367891
9,4.677050620302161
9,5.071484784691936
9,4.556705814275517
9,4.91739587036348
9,4.724220121308001
9,4.612168210037108
9,4.930574101019729
9,4.512777623657145
9,5.21718754864855
9,5.327408999682688
9,4.955554918537521
9,4.771727813943167
9,4.912650462490454
9,4.930621631395736
9,4.214621791990547
9,4.93804611938195
9,5.086369469274333
9,5.073207488246174
10,4.214621791990547
10,4.93804611938195
10,4.865831203367891
10,4.91739587036348
10,4.712521463384768
10,5.071484784691936
10,4.930621631395736
10,4.175996544125179
10,5.073207488246174
10,4.512777623657145
10,4.612168210037108
10,4.930574101019729
10,4.771727813943167
10,4.556705814275517
10,4.722578456033983
10,4.912650462490454
10,4.536511168647539
10,4.99001249855084
10,4.872007562859251
10,4.989665072930727
10,4.978897512642067
10,4.33557581877454
10,4.637478720206823
10,5.055966465765353
10,4.642783671298648
10,4.7377903840654945
10,4.969871110186589
10,4.511252121588265
10,4.565012694722565
10,4.811607995404766
10,4.521194872029122
10,4.90496279801102
10,4.785230993229856
11,5.071484784691936
11,4.930574101019729
11,4.556705814275517
11,4.872007562859251
11,4.978897512642067
11,4.637478720206823
11,5.055966465765353
11,4.214621791990547
11,4.512777623657145
11,4.785230993229856
11,4.33557581877454
11,4.969871110186589
11,4.912650462490454
11,4.565012694722565
11,4.521194872029122
11,4.811607995404766
11,4.642783671298648
11,4.511252121588265
11,4.90496279801102
11,5.073207488246174
11,4.536511168647539
11,4.989665072930727
11,4.722578456033983
11,5.182160940985543
11,4.838126805185725
11,4.465916560026154
11,4.892195357201592
11,4.859169051066736
11,5.061027639676196
11,4.5395252338959455
11,4.463584530726273
11,4.724289016012396
11,4.776322666561023
12,4.892195357201592
12,4.521194872029122
12,4.872007562859251
12,4.5395252338959455
12,4.811607995404766
12,4.512777623657145
12,4.989665072930727
12,5.055966465765353
12,4.724289016012396
12,4.511252121588265
12,4.912650462490454
12,4.637478720206823
12,4.565012694722565
12,4.214621791990547
12,4.463584530726273
12,4.838126805185725
12,4.978897512642067
12,4.785230993229856
12,4.465916560026154
12,4.969871110186589
12,4.642783671298648
12,4.8064366777344745
12,5.1097739994906926
12,4.883771053714778
12,4.620048043801053
12,4.351989466674415
12,4.967668311105876
12,4.679867902063111
12,4.850070418376918
12,4.653220030840908
12,4.655831248999817
13,4.838126805185725
13,4.8064366777344745
13,4.511252121588265
13,5.055966465765353
13,4.463584530726273
13,4.679867902063111
13,4.969871110186589
13,4.465916560026154
13,4.351989466674415
13,4.653220030840908
13,4.883771053714778
13,4.892195357201592
13,4.724289016012396
13,4.850070418376918
13,4.521194872029122
13,4.620048043801053
13,4.872007562859251
13,4.785230993229856
13,4.811607995404766
13,4.565012694722565
13,4.5395252338959455
13,4.655831248999817
13,4.642783671298648
13,4.637478720206823
13,4.488312801235892
13,4.501066260744695
13,4.948725008465186
13,4.537207581123118
13,4.786700643509805
13,4.758492167404247
13,4.280407587755109
13,4.439382572239292
13,4.910438011668226
13,5.049076072522143
13,4.933486277048768
14,4.5395252338959455
14,4.465916560026154
14,4.488312801235892
14,4.439382572239292
14,4.910438011668226
14,4.948725008465186
14,4.463584530726273
14,4.351989466674415
14,4.620048043801053
14,4.280407587755109
14,4.892195357201592
14,4.8064366777344745
14,4.653220030840908
14,4.501066260744695
14,4.537207581123118
14,4.883771053714778
14,4.933486277048768
14,4.655831248999817
14,4.1662771350904375
14,4.648193921655501
14,4.675115794247002
